,case_id,activity,agent,start,end
1191,51,Assess loan risk,11,2023-04-25 10:30:22.731623728+00:00,2023-04-25 10:50:22.731623728+00:00
1192,51,Design loan offer,11,2023-04-25 10:50:22.731623728+00:00,2023-04-25 10:51:36.607975736+00:00
1193,51,Approve loan offer,14,2023-04-25 10:51:36.607975736+00:00,2023-04-25 11:11:36.607975736+00:00
1194,51,Check application form completeness,0,2023-04-25 11:11:36.607975736+00:00,2023-04-25 11:36:08.067586880+00:00
1195,51,Appraise property,3,2023-04-25 11:36:08.067586880+00:00,2023-04-25 13:44:18.635484044+00:00
1196,51,AML check,2,2023-04-25 13:44:18.635484044+00:00,2023-04-25 13:56:42.848212786+00:00
1197,51,Check credit history,0,2023-04-25 13:56:42.848212786+00:00,2023-04-25 15:15:40.938914017+00:00
1198,51,Assess loan risk,11,2023-04-25 15:15:40.938914017+00:00,2023-04-25 15:35:40.938914017+00:00
1199,51,Cancel application,0,2023-04-25 15:35:40.938914017+00:00,2023-04-25 15:40:40.938914017+00:00
1200,51,zzz_end,0,2023-04-25 15:40:40.938914017+00:00,2023-04-25 15:40:40.938914017+00:00
1201,52,Check application form completeness,0,2023-04-25 10:00:00+00:00,2023-04-25 10:16:34.607936578+00:00
1202,52,Appraise property,3,2023-04-25 10:16:34.607936578+00:00,2023-04-25 11:08:24.123074008+00:00
1203,52,AML check,2,2023-04-25 11:08:24.123074008+00:00,2023-04-25 11:12:24.690115864+00:00
1204,52,Check credit history,0,2023-04-25 11:12:24.690115864+00:00,2023-04-25 11:50:12.201336648+00:00
1205,52,Assess loan risk,11,2023-04-25 11:50:12.201336648+00:00,2023-04-25 12:10:12.201336648+00:00
1206,52,Assess loan risk,11,2023-04-25 12:10:12.201336648+00:00,2023-04-25 12:30:12.201336648+00:00
1207,52,Check application form completeness,0,2023-04-25 12:30:12.201336648+00:00,2023-04-25 12:33:58.761593952+00:00
1208,52,Appraise property,3,2023-04-25 12:33:58.761593952+00:00,2023-04-25 13:05:42.465801784+00:00
1209,52,AML check,2,2023-04-25 13:05:42.465801784+00:00,2023-04-25 13:46:11.431022500+00:00
1210,52,Check credit history,0,2023-04-25 13:46:11.431022500+00:00,2023-04-25 14:08:20.811493532+00:00
1211,52,Assess loan risk,11,2023-04-25 14:08:20.811493532+00:00,2023-04-25 14:28:20.811493532+00:00
1212,52,Return application back to applicant,0,2023-04-25 14:28:20.811493532+00:00,2023-04-25 14:33:20.811493532+00:00
1213,52,Applicant completes form,18,2023-04-25 14:33:20.811493532+00:00,2023-04-25 15:33:20.811493532+00:00
1214,52,Check application form completeness,0,2023-04-25 15:33:20.811493532+00:00,2023-04-25 15:46:34.257380361+00:00
1215,52,Appraise property,3,2023-04-25 15:46:34.257380361+00:00,2023-04-25 16:17:06.629413183+00:00
1216,52,AML check,2,2023-04-25 16:17:06.629413183+00:00,2023-04-25 16:26:22.823117160+00:00
1217,52,Check credit history,0,2023-04-25 16:26:22.823117160+00:00,2023-04-25 18:07:09.391475479+00:00
1218,52,Assess loan risk,11,2023-04-25 18:07:09.391475479+00:00,2023-04-25 18:27:09.391475479+00:00
1219,52,AML check,2,2023-04-25 18:27:09.391475479+00:00,2023-04-25 19:14:50.060803910+00:00
1220,52,Assess loan risk,11,2023-04-25 19:14:50.060803910+00:00,2023-04-25 19:34:50.060803910+00:00
1221,52,Design loan offer,11,2023-04-25 19:34:50.060803910+00:00,2023-04-25 19:35:02.139729569+00:00
1222,52,Approve loan offer,14,2023-04-25 19:35:02.139729569+00:00,2023-04-25 19:55:02.139729569+00:00
1223,52,Check credit history,0,2023-04-25 19:55:02.139729569+00:00,2023-04-25 20:26:22.179137532+00:00
1224,52,Assess loan risk,11,2023-04-25 20:26:22.179137532+00:00,2023-04-25 20:46:22.179137532+00:00
1225,52,Approve application,0,2023-04-25 20:46:22.179137532+00:00,2023-04-25 20:51:22.179137532+00:00
1226,52,zzz_end,0,2023-04-25 20:51:22.179137532+00:00,2023-04-25 20:51:22.179137532+00:00
1227,53,Check application form completeness,0,2023-04-25 10:30:00+00:00,2023-04-25 10:32:03.245637147+00:00
1228,53,Appraise property,3,2023-04-25 10:32:03.245637147+00:00,2023-04-25 12:19:18.225429398+00:00
1229,53,AML check,2,2023-04-25 12:19:18.225429398+00:00,2023-04-25 13:16:00.786092235+00:00
1230,53,Check credit history,0,2023-04-25 13:16:00.786092235+00:00,2023-04-25 13:53:58.095530189+00:00
1231,53,Assess loan risk,11,2023-04-25 13:53:58.095530189+00:00,2023-04-25 14:13:58.095530189+00:00
1232,53,Appraise property,3,2023-04-25 14:13:58.095530189+00:00,2023-04-25 14:17:07.888274322+00:00
1233,53,Assess loan risk,11,2023-04-25 14:17:07.888274322+00:00,2023-04-25 14:37:07.888274322+00:00
1234,53,Check credit history,0,2023-04-25 14:37:07.888274322+00:00,2023-04-25 15:12:17.790473973+00:00
1235,53,Assess loan risk,11,2023-04-25 15:12:17.790473973+00:00,2023-04-25 15:32:17.790473973+00:00
1236,53,Check application form completeness,0,2023-04-25 15:32:17.790473973+00:00,2023-04-25 16:22:32.942514853+00:00
1237,53,Appraise property,3,2023-04-25 16:22:32.942514853+00:00,2023-04-25 16:47:54.652319134+00:00
1238,53,AML check,2,2023-04-25 16:47:54.652319134+00:00,2023-04-25 17:06:33.638709339+00:00
1239,53,Check credit history,0,2023-04-25 17:06:33.638709339+00:00,2023-04-25 17:44:52.475679985+00:00
1240,53,Assess loan risk,11,2023-04-25 17:44:52.475679985+00:00,2023-04-25 18:04:52.475679985+00:00
1241,53,Check application form completeness,0,2023-04-25 18:04:52.475679985+00:00,2023-04-25 18:23:56.060282629+00:00
1242,53,Appraise property,3,2023-04-25 18:23:56.060282629+00:00,2023-04-25 19:02:07.911500935+00:00
1243,53,AML check,2,2023-04-25 19:02:07.911500935+00:00,2023-04-25 19:04:19.721305651+00:00
1244,53,Check credit history,0,2023-04-25 19:04:19.721305651+00:00,2023-04-25 19:17:10.756087722+00:00
1245,53,Assess loan risk,11,2023-04-25 19:17:10.756087722+00:00,2023-04-25 19:37:10.756087722+00:00
1246,53,AML check,2,2023-04-25 19:37:10.756087722+00:00,2023-04-25 20:08:24.421396405+00:00
1247,53,Assess loan risk,11,2023-04-25 20:08:24.421396405+00:00,2023-04-25 20:28:24.421396405+00:00
1248,53,Check application form completeness,0,2023-04-25 20:28:24.421396405+00:00,2023-04-25 20:34:16.356158755+00:00
1249,53,Appraise property,3,2023-04-25 20:34:16.356158755+00:00,2023-04-25 21:12:18.940110196+00:00
1250,53,AML check,2,2023-04-25 21:12:18.940110196+00:00,2023-04-25 21:33:25.421515358+00:00
1251,53,Check credit history,0,2023-04-25 21:33:25.421515358+00:00,2023-04-25 22:41:24.320652427+00:00
1252,53,Assess loan risk,11,2023-04-25 22:41:24.320652427+00:00,2023-04-25 23:01:24.320652427+00:00
1253,53,Assess loan risk,11,2023-04-25 23:01:24.320652427+00:00,2023-04-25 23:21:24.320652427+00:00
1254,53,Reject application,0,2023-04-25 23:21:24.320652427+00:00,2023-04-25 23:31:24.320652427+00:00
1255,53,zzz_end,0,2023-04-25 23:31:24.320652427+00:00,2023-04-25 23:31:24.320652427+00:00
1256,54,Check application form completeness,0,2023-04-25 11:00:00+00:00,2023-04-25 11:14:56.594598810+00:00
1257,54,Appraise property,3,2023-04-25 11:14:56.594598810+00:00,2023-04-25 12:03:12.171538575+00:00
1258,54,AML check,2,2023-04-25 12:03:12.171538575+00:00,2023-04-25 12:25:49.493106948+00:00
1259,54,Check credit history,0,2023-04-25 12:25:49.493106948+00:00,2023-04-25 12:39:14.436903248+00:00
1260,54,Assess loan risk,11,2023-04-25 12:39:14.436903248+00:00,2023-04-25 12:59:14.436903248+00:00
1261,54,Check application form completeness,0,2023-04-25 12:59:14.436903248+00:00,2023-04-25 13:00:01.262019604+00:00
1262,54,Appraise property,3,2023-04-25 13:00:01.262019604+00:00,2023-04-25 14:32:31.944320049+00:00
1263,54,AML check,2,2023-04-25 14:32:31.944320049+00:00,2023-04-25 15:09:35.800366472+00:00
1264,54,Check credit history,0,2023-04-25 15:09:35.800366472+00:00,2023-04-25 15:41:35.035309615+00:00
1265,54,Assess loan risk,11,2023-04-25 15:41:35.035309615+00:00,2023-04-25 16:01:35.035309615+00:00
1266,54,Design loan offer,11,2023-04-25 16:01:35.035309615+00:00,2023-04-25 16:25:08.993093557+00:00
1267,54,Approve loan offer,14,2023-04-25 16:25:08.993093557+00:00,2023-04-25 16:45:08.993093557+00:00
1268,54,Check credit history,0,2023-04-25 16:45:08.993093557+00:00,2023-04-25 17:33:17.101034779+00:00
1269,54,Assess loan risk,11,2023-04-25 17:33:17.101034779+00:00,2023-04-25 17:53:17.101034779+00:00
1270,54,Return application back to applicant,0,2023-04-25 17:53:17.101034779+00:00,2023-04-25 17:58:17.101034779+00:00
1271,54,Applicant completes form,18,2023-04-25 17:58:17.101034779+00:00,2023-04-25 18:58:17.101034779+00:00
1272,54,Check application form completeness,0,2023-04-25 18:58:17.101034779+00:00,2023-04-25 19:03:37.284436136+00:00
1273,54,Appraise property,3,2023-04-25 19:03:37.284436136+00:00,2023-04-25 19:21:43.894188978+00:00
1274,54,AML check,2,2023-04-25 19:21:43.894188978+00:00,2023-04-25 19:23:14.661582464+00:00
1275,54,Check credit history,0,2023-04-25 19:23:14.661582464+00:00,2023-04-25 20:12:35.447816296+00:00
1276,54,Assess loan risk,11,2023-04-25 20:12:35.447816296+00:00,2023-04-25 20:32:35.447816296+00:00
1277,54,Return application back to applicant,0,2023-04-25 20:32:35.447816296+00:00,2023-04-25 20:37:35.447816296+00:00
1278,54,Applicant completes form,18,2023-04-25 20:37:35.447816296+00:00,2023-04-25 21:37:35.447816296+00:00
1279,54,Check application form completeness,0,2023-04-25 21:37:35.447816296+00:00,2023-04-25 22:37:01.996941608+00:00
1280,54,Appraise property,3,2023-04-25 22:37:01.996941608+00:00,2023-04-25 23:04:52.957416426+00:00
1281,54,AML check,2,2023-04-25 23:04:52.957416426+00:00,2023-04-25 23:18:54.612121684+00:00
1282,54,Check credit history,0,2023-04-25 23:18:54.612121684+00:00,2023-04-25 23:33:32.283966505+00:00
1283,54,Assess loan risk,11,2023-04-25 23:33:32.283966505+00:00,2023-04-25 23:53:32.283966505+00:00
1284,54,Return application back to applicant,0,2023-04-25 23:53:32.283966505+00:00,2023-04-25 23:58:32.283966505+00:00
1285,54,Applicant completes form,18,2023-04-25 23:58:32.283966505+00:00,2023-04-26 00:58:32.283966505+00:00
1286,54,Check application form completeness,0,2023-04-26 00:58:32.283966505+00:00,2023-04-26 01:45:45.952202800+00:00
1287,54,Appraise property,3,2023-04-26 01:45:45.952202800+00:00,2023-04-26 01:47:20.727661902+00:00
1288,54,AML check,2,2023-04-26 01:47:20.727661902+00:00,2023-04-26 03:35:19.927553545+00:00
1289,54,Check credit history,0,2023-04-26 03:35:19.927553545+00:00,2023-04-26 03:39:01.925188614+00:00
1290,54,Assess loan risk,11,2023-04-26 03:39:01.925188614+00:00,2023-04-26 03:59:01.925188614+00:00
1291,54,Cancel application,0,2023-04-26 03:59:01.925188614+00:00,2023-04-26 04:04:01.925188614+00:00
1292,54,zzz_end,0,2023-04-26 04:04:01.925188614+00:00,2023-04-26 04:04:01.925188614+00:00
1293,55,Check application form completeness,0,2023-04-25 11:30:00+00:00,2023-04-25 11:47:43.790476596+00:00
1294,55,Appraise property,3,2023-04-25 11:47:43.790476596+00:00,2023-04-25 12:06:58.026294816+00:00
1295,55,AML check,2,2023-04-25 12:06:58.026294816+00:00,2023-04-25 12:57:48.046392358+00:00
1296,55,Check credit history,0,2023-04-25 12:57:48.046392358+00:00,2023-04-25 13:48:55.096467597+00:00
1297,55,Assess loan risk,11,2023-04-25 13:48:55.096467597+00:00,2023-04-25 14:08:55.096467597+00:00
1298,55,Design loan offer,11,2023-04-25 14:08:55.096467597+00:00,2023-04-25 14:09:46.039493324+00:00
1299,55,Approve loan offer,14,2023-04-25 14:09:46.039493324+00:00,2023-04-25 14:29:46.039493324+00:00
1300,55,AML check,2,2023-04-25 14:29:46.039493324+00:00,2023-04-25 14:30:43.495981433+00:00
1301,55,Assess loan risk,11,2023-04-25 14:30:43.495981433+00:00,2023-04-25 14:50:43.495981433+00:00
1302,55,Approve loan offer,14,2023-04-25 14:50:43.495981433+00:00,2023-04-25 15:10:43.495981433+00:00
1303,55,Design loan offer,11,2023-04-25 15:10:43.495981433+00:00,2023-04-25 15:14:54.757016816+00:00
1304,55,Approve loan offer,14,2023-04-25 15:14:54.757016816+00:00,2023-04-25 15:34:54.757016816+00:00
1305,55,Design loan offer,11,2023-04-25 15:34:54.757016816+00:00,2023-04-25 15:38:23.773754671+00:00
1306,55,Approve loan offer,14,2023-04-25 15:38:23.773754671+00:00,2023-04-25 15:58:23.773754671+00:00
1307,55,Design loan offer,11,2023-04-25 15:58:23.773754671+00:00,2023-04-25 15:59:35.755872690+00:00
1308,55,Approve loan offer,14,2023-04-25 15:59:35.755872690+00:00,2023-04-25 16:19:35.755872690+00:00
1309,55,Cancel application,0,2023-04-25 16:19:35.755872690+00:00,2023-04-25 16:24:35.755872690+00:00
1310,55,zzz_end,0,2023-04-25 16:24:35.755872690+00:00,2023-04-25 16:24:35.755872690+00:00
1311,56,Check application form completeness,0,2023-04-25 12:00:00+00:00,2023-04-25 12:46:37.272932871+00:00
1312,56,Appraise property,3,2023-04-25 12:46:37.272932871+00:00,2023-04-25 12:47:48.073197437+00:00
1313,56,AML check,2,2023-04-25 12:47:48.073197437+00:00,2023-04-25 12:52:53.817444247+00:00
1314,56,Check credit history,0,2023-04-25 12:52:53.817444247+00:00,2023-04-25 13:50:08.321131205+00:00
1315,56,Assess loan risk,11,2023-04-25 13:50:08.321131205+00:00,2023-04-25 14:10:08.321131205+00:00
1316,56,Appraise property,3,2023-04-25 14:10:08.321131205+00:00,2023-04-25 14:48:34.617099216+00:00
1317,56,Assess loan risk,11,2023-04-25 14:48:34.617099216+00:00,2023-04-25 15:08:34.617099216+00:00
1318,56,Design loan offer,11,2023-04-25 15:08:34.617099216+00:00,2023-04-25 15:09:01.531323041+00:00
1319,56,Approve loan offer,14,2023-04-25 15:09:01.531323041+00:00,2023-04-25 15:29:01.531323041+00:00
1320,56,Return application back to applicant,0,2023-04-25 15:29:01.531323041+00:00,2023-04-25 15:34:01.531323041+00:00
1321,56,Applicant completes form,18,2023-04-25 15:34:01.531323041+00:00,2023-04-25 16:34:01.531323041+00:00
1322,56,Check application form completeness,0,2023-04-25 16:34:01.531323041+00:00,2023-04-25 16:49:33.244162351+00:00
1323,56,Appraise property,3,2023-04-25 16:49:33.244162351+00:00,2023-04-25 18:05:19.447469691+00:00
1324,56,AML check,2,2023-04-25 18:05:19.447469691+00:00,2023-04-25 18:08:57.487429551+00:00
1325,56,Check credit history,0,2023-04-25 18:08:57.487429551+00:00,2023-04-25 18:10:12.514141663+00:00
1326,56,Assess loan risk,11,2023-04-25 18:10:12.514141663+00:00,2023-04-25 18:30:12.514141663+00:00
1327,56,Appraise property,3,2023-04-25 18:30:12.514141663+00:00,2023-04-25 19:35:37.132795382+00:00
1328,56,Assess loan risk,11,2023-04-25 19:35:37.132795382+00:00,2023-04-25 19:55:37.132795382+00:00
1329,56,Design loan offer,11,2023-04-25 19:55:37.132795382+00:00,2023-04-25 19:58:51.061585122+00:00
1330,56,Approve loan offer,14,2023-04-25 19:58:51.061585122+00:00,2023-04-25 20:18:51.061585122+00:00
1331,56,Return application back to applicant,0,2023-04-25 20:18:51.061585122+00:00,2023-04-25 20:23:51.061585122+00:00
1332,56,Applicant completes form,18,2023-04-25 20:23:51.061585122+00:00,2023-04-25 21:23:51.061585122+00:00
1333,56,Check application form completeness,0,2023-04-25 21:23:51.061585122+00:00,2023-04-25 21:46:59.622211775+00:00
1334,56,Appraise property,3,2023-04-25 21:46:59.622211775+00:00,2023-04-25 21:49:20.430762819+00:00
1335,56,AML check,2,2023-04-25 21:49:20.430762819+00:00,2023-04-25 22:36:35.171037925+00:00
1336,56,Check credit history,0,2023-04-25 22:36:35.171037925+00:00,2023-04-25 23:05:27.314217096+00:00
1337,56,Assess loan risk,11,2023-04-25 23:05:27.314217096+00:00,2023-04-25 23:25:27.314217096+00:00
1338,56,Approve loan offer,14,2023-04-25 23:25:27.314217096+00:00,2023-04-25 23:45:27.314217096+00:00
1339,56,Check credit history,0,2023-04-25 23:45:27.314217096+00:00,2023-04-26 00:14:21.752753653+00:00
1340,56,Assess loan risk,11,2023-04-26 00:14:21.752753653+00:00,2023-04-26 00:34:21.752753653+00:00
1341,56,Approve application,0,2023-04-26 00:34:21.752753653+00:00,2023-04-26 00:39:21.752753653+00:00
1342,56,zzz_end,0,2023-04-26 00:39:21.752753653+00:00,2023-04-26 00:39:21.752753653+00:00
1343,57,Check application form completeness,0,2023-04-25 12:30:00+00:00,2023-04-25 13:15:13.706445741+00:00
1344,57,Appraise property,3,2023-04-25 13:15:13.706445741+00:00,2023-04-25 13:21:33.928046396+00:00
1345,57,AML check,2,2023-04-25 13:21:33.928046396+00:00,2023-04-25 16:03:50.772476275+00:00
1346,57,Check credit history,0,2023-04-25 16:03:50.772476275+00:00,2023-04-25 17:32:51.957063224+00:00
1347,57,Assess loan risk,11,2023-04-25 17:32:51.957063224+00:00,2023-04-25 17:52:51.957063224+00:00
1348,57,AML check,2,2023-04-25 17:52:51.957063224+00:00,2023-04-25 18:06:50.518795753+00:00
1349,57,Assess loan risk,11,2023-04-25 18:06:50.518795753+00:00,2023-04-25 18:26:50.518795753+00:00
1350,57,Reject application,0,2023-04-25 18:26:50.518795753+00:00,2023-04-25 18:36:50.518795753+00:00
1351,57,zzz_end,0,2023-04-25 18:36:50.518795753+00:00,2023-04-25 18:36:50.518795753+00:00
1352,58,Check application form completeness,0,2023-04-25 13:00:00+00:00,2023-04-25 13:04:30.207358637+00:00
1353,58,Appraise property,3,2023-04-25 13:04:30.207358637+00:00,2023-04-25 13:08:23.351636978+00:00
1354,58,AML check,2,2023-04-25 13:08:23.351636978+00:00,2023-04-25 13:22:05.857114450+00:00
1355,58,Check credit history,0,2023-04-25 13:22:05.857114450+00:00,2023-04-25 13:37:43.044214138+00:00
1356,58,Assess loan risk,11,2023-04-25 13:37:43.044214138+00:00,2023-04-25 13:57:43.044214138+00:00
1357,58,AML check,2,2023-04-25 13:57:43.044214138+00:00,2023-04-25 14:05:53.367679641+00:00
1358,58,Assess loan risk,11,2023-04-25 14:05:53.367679641+00:00,2023-04-25 14:25:53.367679641+00:00
1359,58,Assess loan risk,11,2023-04-25 14:25:53.367679641+00:00,2023-04-25 14:45:53.367679641+00:00
1360,58,Reject application,0,2023-04-25 14:45:53.367679641+00:00,2023-04-25 14:55:53.367679641+00:00
1361,58,zzz_end,0,2023-04-25 14:55:53.367679641+00:00,2023-04-25 14:55:53.367679641+00:00
1362,59,Check application form completeness,0,2023-04-25 13:30:00+00:00,2023-04-25 14:00:36.989953004+00:00
1363,59,Appraise property,3,2023-04-25 14:00:36.989953004+00:00,2023-04-25 14:13:22.044074727+00:00
1364,59,AML check,2,2023-04-25 14:13:22.044074727+00:00,2023-04-25 15:06:58.054949512+00:00
1365,59,Check credit history,0,2023-04-25 15:06:58.054949512+00:00,2023-04-25 15:22:51.848230547+00:00
1366,59,Assess loan risk,11,2023-04-25 15:22:51.848230547+00:00,2023-04-25 15:42:51.848230547+00:00
1367,59,Check credit history,0,2023-04-25 15:42:51.848230547+00:00,2023-04-25 17:02:12.119942259+00:00
1368,59,Assess loan risk,11,2023-04-25 17:02:12.119942259+00:00,2023-04-25 17:22:12.119942259+00:00
1369,59,Appraise property,3,2023-04-25 17:22:12.119942259+00:00,2023-04-25 18:06:46.895047409+00:00
1370,59,Assess loan risk,11,2023-04-25 18:06:46.895047409+00:00,2023-04-25 18:26:46.895047409+00:00
1371,59,Assess loan risk,11,2023-04-25 18:26:46.895047409+00:00,2023-04-25 18:46:46.895047409+00:00
1372,59,Design loan offer,11,2023-04-25 18:46:46.895047409+00:00,2023-04-25 18:47:08.067542218+00:00
1373,59,Approve loan offer,14,2023-04-25 18:47:08.067542218+00:00,2023-04-25 19:07:08.067542218+00:00
1374,59,Check application form completeness,0,2023-04-25 19:07:08.067542218+00:00,2023-04-25 19:16:56.111398426+00:00
1375,59,Appraise property,3,2023-04-25 19:16:56.111398426+00:00,2023-04-25 19:26:07.167236179+00:00
1376,59,AML check,2,2023-04-25 19:26:07.167236179+00:00,2023-04-25 19:55:42.023769191+00:00
1377,59,Check credit history,0,2023-04-25 19:55:42.023769191+00:00,2023-04-25 21:32:48.181437370+00:00
1378,59,Assess loan risk,11,2023-04-25 21:32:48.181437370+00:00,2023-04-25 21:52:48.181437370+00:00
1379,59,Reject application,0,2023-04-25 21:52:48.181437370+00:00,2023-04-25 22:02:48.181437370+00:00
1380,59,zzz_end,0,2023-04-25 22:02:48.181437370+00:00,2023-04-25 22:02:48.181437370+00:00
1381,60,Check application form completeness,0,2023-04-25 14:00:00+00:00,2023-04-25 14:06:20.520186631+00:00
1382,60,Appraise property,3,2023-04-25 14:06:20.520186631+00:00,2023-04-25 14:43:17.379494989+00:00
1383,60,AML check,2,2023-04-25 14:43:17.379494989+00:00,2023-04-25 15:03:50.517646493+00:00
1384,60,Check credit history,0,2023-04-25 15:03:50.517646493+00:00,2023-04-25 16:10:23.593487388+00:00
1385,60,Assess loan risk,11,2023-04-25 16:10:23.593487388+00:00,2023-04-25 16:30:23.593487388+00:00
1386,60,Check application form completeness,0,2023-04-25 16:30:23.593487388+00:00,2023-04-25 16:41:29.086698100+00:00
1387,60,Appraise property,3,2023-04-25 16:41:29.086698100+00:00,2023-04-25 16:51:46.721470681+00:00
1388,60,AML check,2,2023-04-25 16:51:46.721470681+00:00,2023-04-25 16:57:31.544538498+00:00
1389,60,Check credit history,0,2023-04-25 16:57:31.544538498+00:00,2023-04-25 17:36:50.101373171+00:00
1390,60,Assess loan risk,11,2023-04-25 17:36:50.101373171+00:00,2023-04-25 17:56:50.101373171+00:00
1391,60,Appraise property,3,2023-04-25 17:56:50.101373171+00:00,2023-04-25 17:58:02.321374313+00:00
1392,60,Assess loan risk,11,2023-04-25 17:58:02.321374313+00:00,2023-04-25 18:18:02.321374313+00:00
1393,60,Reject application,0,2023-04-25 18:18:02.321374313+00:00,2023-04-25 18:28:02.321374313+00:00
1394,60,zzz_end,0,2023-04-25 18:28:02.321374313+00:00,2023-04-25 18:28:02.321374313+00:00
1395,61,Check application form completeness,0,2023-04-25 14:30:00+00:00,2023-04-25 15:12:29.106333671+00:00
1396,61,Appraise property,3,2023-04-25 15:12:29.106333671+00:00,2023-04-25 15:13:22.279168836+00:00
1397,61,AML check,2,2023-04-25 15:13:22.279168836+00:00,2023-04-25 15:26:35.814787398+00:00
1398,61,Check credit history,0,2023-04-25 15:26:35.814787398+00:00,2023-04-25 16:26:12.871690844+00:00
1399,61,Assess loan risk,11,2023-04-25 16:26:12.871690844+00:00,2023-04-25 16:46:12.871690844+00:00
1400,61,Design loan offer,11,2023-04-25 16:46:12.871690844+00:00,2023-04-25 16:46:58.170415687+00:00
1401,61,Approve loan offer,14,2023-04-25 16:46:58.170415687+00:00,2023-04-25 17:06:58.170415687+00:00
1402,61,Design loan offer,11,2023-04-25 17:06:58.170415687+00:00,2023-04-25 17:08:59.534215073+00:00
1403,61,Approve loan offer,14,2023-04-25 17:08:59.534215073+00:00,2023-04-25 17:28:59.534215073+00:00
1404,61,AML check,2,2023-04-25 17:28:59.534215073+00:00,2023-04-25 18:37:44.577568275+00:00
1405,61,Assess loan risk,11,2023-04-25 18:37:44.577568275+00:00,2023-04-25 18:57:44.577568275+00:00
1406,61,Design loan offer,11,2023-04-25 18:57:44.577568275+00:00,2023-04-25 19:03:59.448699451+00:00
1407,61,Approve loan offer,14,2023-04-25 19:03:59.448699451+00:00,2023-04-25 19:23:59.448699451+00:00
1408,61,Appraise property,3,2023-04-25 19:23:59.448699451+00:00,2023-04-25 20:14:06.143301076+00:00
1409,61,Assess loan risk,11,2023-04-25 20:14:06.143301076+00:00,2023-04-25 20:34:06.143301076+00:00
1410,61,Cancel application,0,2023-04-25 20:34:06.143301076+00:00,2023-04-25 20:39:06.143301076+00:00
1411,61,zzz_end,0,2023-04-25 20:39:06.143301076+00:00,2023-04-25 20:39:06.143301076+00:00
1412,62,Check application form completeness,0,2023-04-25 15:00:00+00:00,2023-04-25 15:11:46.508108090+00:00
1413,62,Appraise property,3,2023-04-25 15:11:46.508108090+00:00,2023-04-25 15:15:08.033982209+00:00
1414,62,AML check,2,2023-04-25 15:15:08.033982209+00:00,2023-04-25 16:55:30.353274544+00:00
1415,62,Check credit history,0,2023-04-25 16:55:30.353274544+00:00,2023-04-25 18:14:32.458943720+00:00
1416,62,Assess loan risk,11,2023-04-25 18:14:32.458943720+00:00,2023-04-25 18:34:32.458943720+00:00
1417,62,Return application back to applicant,0,2023-04-25 18:34:32.458943720+00:00,2023-04-25 18:39:32.458943720+00:00
1418,62,Applicant completes form,18,2023-04-25 18:39:32.458943720+00:00,2023-04-25 19:39:32.458943720+00:00
1419,62,Check application form completeness,0,2023-04-25 19:39:32.458943720+00:00,2023-04-25 20:05:49.591549299+00:00
1420,62,Appraise property,3,2023-04-25 20:05:49.591549299+00:00,2023-04-25 21:36:23.769483376+00:00
1421,62,AML check,2,2023-04-25 21:36:23.769483376+00:00,2023-04-25 22:09:32.041097801+00:00
1422,62,Check credit history,0,2023-04-25 22:09:32.041097801+00:00,2023-04-25 22:22:58.674052253+00:00
1423,62,Assess loan risk,11,2023-04-25 22:22:58.674052253+00:00,2023-04-25 22:42:58.674052253+00:00
1424,62,Return application back to applicant,0,2023-04-25 22:42:58.674052253+00:00,2023-04-25 22:47:58.674052253+00:00
1425,62,Applicant completes form,18,2023-04-25 22:47:58.674052253+00:00,2023-04-25 23:47:58.674052253+00:00
1426,62,Check application form completeness,0,2023-04-25 23:47:58.674052253+00:00,2023-04-26 00:00:15.935614712+00:00
1427,62,Appraise property,3,2023-04-26 00:00:15.935614712+00:00,2023-04-26 00:17:08.241586950+00:00
1428,62,AML check,2,2023-04-26 00:17:08.241586950+00:00,2023-04-26 00:41:42.360422375+00:00
1429,62,Check credit history,0,2023-04-26 00:41:42.360422375+00:00,2023-04-26 01:24:16.803189189+00:00
1430,62,Assess loan risk,11,2023-04-26 01:24:16.803189189+00:00,2023-04-26 01:44:16.803189189+00:00
1431,62,Check credit history,0,2023-04-26 01:44:16.803189189+00:00,2023-04-26 02:11:58.284555726+00:00
1432,62,Assess loan risk,11,2023-04-26 02:11:58.284555726+00:00,2023-04-26 02:31:58.284555726+00:00
1433,62,Reject application,0,2023-04-26 02:31:58.284555726+00:00,2023-04-26 02:41:58.284555726+00:00
1434,62,zzz_end,0,2023-04-26 02:41:58.284555726+00:00,2023-04-26 02:41:58.284555726+00:00
1435,63,Check application form completeness,0,2023-04-26 07:30:00+00:00,2023-04-26 07:55:14.306197363+00:00
1436,63,Appraise property,3,2023-04-26 07:55:14.306197363+00:00,2023-04-26 07:59:39.862697250+00:00
1437,63,AML check,2,2023-04-26 07:59:39.862697250+00:00,2023-04-26 09:21:48.929373743+00:00
1438,63,Check credit history,0,2023-04-26 09:21:48.929373743+00:00,2023-04-26 09:57:48.911814115+00:00
1439,63,Assess loan risk,11,2023-04-26 09:57:48.911814115+00:00,2023-04-26 10:17:48.911814115+00:00
1440,63,Check application form completeness,0,2023-04-26 10:17:48.911814115+00:00,2023-04-26 10:52:32.102862661+00:00
1441,63,Appraise property,3,2023-04-26 10:52:32.102862661+00:00,2023-04-26 11:15:07.510819800+00:00
1442,63,AML check,2,2023-04-26 11:15:07.510819800+00:00,2023-04-26 11:19:02.681259478+00:00
